quality_id,line_id,measurement_date,total_produced,passed_inspection,failed_inspection,first_pass_yield,rework_count,scrap_count,created_date
2025,5,2024-04-11,965,957,8,99.17,8,1,2024-04-11 00:00:00
2026,6,2024-04-11,368,349,19,94.84,6,8,2024-04-11 00:00:00
2027,7,2024-04-11,935,902,33,96.47,27,2,2024-04-11 00:00:00
2028,8,2024-04-11,778,750,28,96.4,11,5,2024-04-11 00:00:00
2029,9,2024-04-11,668,639,29,95.66,6,0,2024-04-11 00:00:00
2030,10,2024-04-11,814,787,27,96.68,18,6,2024-04-11 00:00:00
2031,11,2024-04-11,188,176,12,93.62,9,4,2024-04-11 00:00:00
2032,12,2024-04-11,785,766,19,97.58,19,4,2024-04-11 00:00:00
2033,13,2024-04-11,166,158,8,95.18,5,1,2024-04-11 00:00:00
2034,14,2024-04-11,767,708,59,92.31,29,19,2024-04-11 00:00:00
2035,15,2024-04-11,899,888,11,98.78,9,5,2024-04-11 00:00:00
2036,16,2024-04-11,848,824,24,97.17,8,5,2024-04-11 00:00:00
2037,17,2024-04-11,971,912,59,93.92,34,2,2024-04-11 00:00:00
2038,18,2024-04-11,929,859,70,92.47,15,30,2024-04-11 00:00:00
2039,19,2024-04-11,741,690,51,93.12,17,10,2024-04-11 00:00:00
2040,20,2024-04-11,901,863,38,95.78,34,15,2024-04-11 00:00:00
2041,1,2024-04-12,376,362,14,96.28,0,0,2024-04-12 00:00:00
2042,2,2024-04-12,690,679,11,98.41,6,1,2024-04-12 00:00:00
2043,3,2024-04-12,665,657,8,98.8,8,3,2024-04-12 00:00:00
2044,4,2024-04-12,454,442,12,97.36,0,3,2024-04-12 00:00:00
2045,5,2024-04-12,772,720,52,93.26,1,26,2024-04-12 00:00:00
2046,6,2024-04-12,157,151,6,96.18,5,0,2024-04-12 00:00:00
2047,7,2024-04-12,464,442,22,95.26,0,1,2024-04-12 00:00:00
2048,8,2024-04-12,683,674,9,98.68,4,1,2024-04-12 00:00:00
2049,9,2024-04-12,880,853,27,96.93,10,7,2024-04-12 00:00:00
2050,10,2024-04-12,429,416,13,96.97,10,4,2024-04-12 00:00:00
2051,11,2024-04-12,231,218,13,94.37,13,5,2024-04-12 00:00:00
2052,12,2024-04-12,877,831,46,94.75,40,13,2024-04-12 00:00:00
2053,13,2024-04-12,612,564,48,92.16,44,17,2024-04-12 00:00:00
2054,14,2024-04-12,374,355,19,94.92,19,0,2024-04-12 00:00:00
2055,15,2024-04-12,101,93,8,92.08,8,0,2024-04-12 00:00:00
2056,16,2024-04-12,230,225,5,97.83,3,0,2024-04-12 00:00:00
2057,17,2024-04-12,379,368,11,97.1,4,4,2024-04-12 00:00:00
2058,18,2024-04-12,761,756,5,99.34,2,1,2024-04-12 00:00:00
2059,19,2024-04-12,794,732,62,92.19,8,22,2024-04-12 00:00:00
2060,20,2024-04-12,218,209,9,95.87,0,3,2024-04-12 00:00:00
2061,1,2024-04-13,766,730,36,95.3,8,9,2024-04-13 00:00:00
2062,2,2024-04-13,811,762,49,93.96,27,1,2024-04-13 00:00:00
2063,3,2024-04-13,736,728,8,98.91,7,3,2024-04-13 00:00:00
2064,4,2024-04-13,263,258,5,98.1,4,1,2024-04-13 00:00:00
2065,5,2024-04-13,596,561,35,94.13,24,7,2024-04-13 00:00:00
2066,6,2024-04-13,155,153,2,98.71,2,0,2024-04-13 00:00:00
2067,7,2024-04-13,441,420,21,95.24,21,8,2024-04-13 00:00:00
2068,8,2024-04-13,717,661,56,92.19,39,3,2024-04-13 00:00:00
2069,9,2024-04-13,979,958,21,97.85,1,0,2024-04-13 00:00:00
2070,10,2024-04-13,833,809,24,97.12,13,3,2024-04-13 00:00:00
2071,11,2024-04-13,373,361,12,96.78,4,5,2024-04-13 00:00:00
2072,12,2024-04-13,888,861,27,96.96,16,0,2024-04-13 00:00:00
2073,13,2024-04-13,939,882,57,93.93,49,4,2024-04-13 00:00:00
2074,14,2024-04-13,146,141,5,96.58,1,0,2024-04-13 00:00:00
2075,15,2024-04-13,115,108,7,93.91,7,2,2024-04-13 00:00:00
2076,16,2024-04-13,567,532,35,93.83,27,17,2024-04-13 00:00:00
2077,17,2024-04-13,893,865,28,96.86,5,14,2024-04-13 00:00:00
2078,18,2024-04-13,613,602,11,98.21,6,2,2024-04-13 00:00:00
2079,19,2024-04-13,560,530,30,94.64,11,11,2024-04-13 00:00:00
2080,20,2024-04-13,242,228,14,94.21,6,5,2024-04-13 00:00:00
2081,1,2024-04-14,493,485,8,98.38,5,0,2024-04-14 00:00:00
2082,2,2024-04-14,842,835,7,99.17,6,2,2024-04-14 00:00:00
2083,3,2024-04-14,612,584,28,95.42,5,10,2024-04-14 00:00:00
2084,4,2024-04-14,510,481,29,94.31,16,7,2024-04-14 00:00:00
2085,5,2024-04-14,214,200,14,93.46,0,0,2024-04-14 00:00:00
2086,6,2024-04-14,279,263,16,94.27,8,6,2024-04-14 00:00:00
2087,7,2024-04-14,756,710,46,93.92,15,7,2024-04-14 00:00:00
2088,8,2024-04-14,392,373,19,95.15,16,5,2024-04-14 00:00:00
2089,9,2024-04-14,239,230,9,96.23,8,2,2024-04-14 00:00:00
2090,10,2024-04-14,394,375,19,95.18,9,1,2024-04-14 00:00:00
2091,11,2024-04-14,805,782,23,97.14,11,0,2024-04-14 00:00:00
2092,12,2024-04-14,436,422,14,96.79,6,3,2024-04-14 00:00:00
2093,13,2024-04-14,883,825,58,93.43,2,13,2024-04-14 00:00:00
2094,14,2024-04-14,717,708,9,98.74,1,0,2024-04-14 00:00:00
2095,15,2024-04-14,635,589,46,92.76,25,20,2024-04-14 00:00:00
2096,16,2024-04-14,223,208,15,93.27,14,5,2024-04-14 00:00:00
2097,17,2024-04-14,770,744,26,96.62,10,9,2024-04-14 00:00:00
2098,18,2024-04-14,386,359,27,93.01,18,8,2024-04-14 00:00:00
2099,19,2024-04-14,205,198,7,96.59,3,1,2024-04-14 00:00:00
2100,20,2024-04-14,395,365,30,92.41,21,14,2024-04-14 00:00:00
2101,1,2024-04-15,967,959,8,99.17,7,0,2024-04-15 00:00:00
2102,2,2024-04-15,182,174,8,95.6,1,3,2024-04-15 00:00:00
2103,3,2024-04-15,552,536,16,97.1,14,4,2024-04-15 00:00:00
2104,4,2024-04-15,937,875,62,93.38,3,16,2024-04-15 00:00:00
2105,5,2024-04-15,658,636,22,96.66,0,9,2024-04-15 00:00:00
2106,6,2024-04-15,632,597,35,94.46,9,14,2024-04-15 00:00:00
2107,7,2024-04-15,201,199,2,99.0,0,1,2024-04-15 00:00:00
2108,8,2024-04-15,687,671,16,97.67,15,4,2024-04-15 00:00:00
2109,9,2024-04-15,718,671,47,93.45,40,9,2024-04-15 00:00:00
2110,10,2024-04-15,894,854,40,95.53,33,17,2024-04-15 00:00:00
2111,11,2024-04-15,696,651,45,93.53,32,13,2024-04-15 00:00:00
2112,12,2024-04-15,183,173,10,94.54,1,5,2024-04-15 00:00:00
2113,13,2024-04-15,639,619,20,96.87,14,6,2024-04-15 00:00:00
2114,14,2024-04-15,414,410,4,99.03,2,2,2024-04-15 00:00:00
2115,15,2024-04-15,790,730,60,92.41,18,6,2024-04-15 00:00:00
2116,16,2024-04-15,183,179,4,97.81,3,2,2024-04-15 00:00:00
2117,17,2024-04-15,425,396,29,93.18,2,14,2024-04-15 00:00:00
2118,18,2024-04-15,810,772,38,95.31,36,1,2024-04-15 00:00:00
2119,19,2024-04-15,755,739,16,97.88,10,3,2024-04-15 00:00:00
2120,20,2024-04-15,779,720,59,92.43,26,0,2024-04-15 00:00:00
2121,1,2024-04-16,479,452,27,94.36,27,7,2024-04-16 00:00:00
2122,2,2024-04-16,406,375,31,92.36,19,10,2024-04-16 00:00:00
2123,3,2024-04-16,736,697,39,94.7,28,13,2024-04-16 00:00:00
2124,4,2024-04-16,686,647,39,94.31,36,3,2024-04-16 00:00:00
2125,5,2024-04-16,755,704,51,93.25,33,2,2024-04-16 00:00:00
2126,6,2024-04-16,332,306,26,92.17,16,3,2024-04-16 00:00:00
2127,7,2024-04-16,561,552,9,98.4,1,4,2024-04-16 00:00:00
2128,8,2024-04-16,811,788,23,97.16,11,9,2024-04-16 00:00:00
2129,9,2024-04-16,414,384,30,92.75,23,7,2024-04-16 00:00:00
2130,10,2024-04-16,883,861,22,97.51,8,5,2024-04-16 00:00:00
2131,11,2024-04-16,696,677,19,97.27,6,2,2024-04-16 00:00:00
2132,12,2024-04-16,930,881,49,94.73,33,1,2024-04-16 00:00:00
2133,13,2024-04-16,867,809,58,93.31,22,10,2024-04-16 00:00:00
2134,14,2024-04-16,956,915,41,95.71,6,12,2024-04-16 00:00:00
2135,15,2024-04-16,283,277,6,97.88,3,2,2024-04-16 00:00:00
2136,16,2024-04-16,889,831,58,93.48,6,29,2024-04-16 00:00:00
2137,17,2024-04-16,902,848,54,94.01,8,16,2024-04-16 00:00:00
2138,18,2024-04-16,941,894,47,95.01,8,15,2024-04-16 00:00:00
2139,19,2024-04-16,817,754,63,92.29,26,6,2024-04-16 00:00:00
2140,20,2024-04-16,575,540,35,93.91,2,4,2024-04-16 00:00:00
2141,1,2024-04-17,637,621,16,97.49,1,6,2024-04-17 00:00:00
2142,2,2024-04-17,102,99,3,97.06,3,1,2024-04-17 00:00:00
2143,3,2024-04-17,337,331,6,98.22,2,1,2024-04-17 00:00:00
2144,4,2024-04-17,312,293,19,93.91,13,0,2024-04-17 00:00:00
2145,5,2024-04-17,285,276,9,96.84,6,1,2024-04-17 00:00:00
2146,6,2024-04-17,351,341,10,97.15,6,2,2024-04-17 00:00:00
2147,7,2024-04-17,175,170,5,97.14,5,0,2024-04-17 00:00:00
2148,8,2024-04-17,706,692,14,98.02,10,7,2024-04-17 00:00:00
2149,9,2024-04-17,138,135,3,97.83,2,0,2024-04-17 00:00:00
2150,10,2024-04-17,196,185,11,94.39,11,0,2024-04-17 00:00:00
2151,11,2024-04-17,375,364,11,97.07,11,1,2024-04-17 00:00:00
2152,12,2024-04-17,459,451,8,98.26,1,3,2024-04-17 00:00:00
2153,13,2024-04-17,233,225,8,96.57,6,4,2024-04-17 00:00:00
2154,14,2024-04-17,474,437,37,92.19,19,17,2024-04-17 00:00:00
2155,15,2024-04-17,472,440,32,93.22,3,4,2024-04-17 00:00:00
2156,16,2024-04-17,941,916,25,97.34,7,5,2024-04-17 00:00:00
2157,17,2024-04-17,394,381,13,96.7,2,1,2024-04-17 00:00:00
2158,18,2024-04-17,362,334,28,92.27,10,14,2024-04-17 00:00:00
2159,19,2024-04-17,841,832,9,98.93,3,0,2024-04-17 00:00:00
2160,20,2024-04-17,882,838,44,95.01,4,3,2024-04-17 00:00:00
2161,1,2024-04-18,331,319,12,96.37,0,2,2024-04-18 00:00:00
2162,2,2024-04-18,474,459,15,96.84,4,7,2024-04-18 00:00:00
2163,3,2024-04-18,472,464,8,98.31,2,1,2024-04-18 00:00:00
2164,4,2024-04-18,374,345,29,92.25,15,0,2024-04-18 00:00:00
2165,5,2024-04-18,870,824,46,94.71,35,21,2024-04-18 00:00:00
2166,6,2024-04-18,330,309,21,93.64,11,5,2024-04-18 00:00:00
2167,7,2024-04-18,511,479,32,93.74,23,2,2024-04-18 00:00:00
2168,8,2024-04-18,638,623,15,97.65,8,3,2024-04-18 00:00:00
2169,9,2024-04-18,727,699,28,96.15,14,4,2024-04-18 00:00:00
2170,10,2024-04-18,642,628,14,97.82,9,0,2024-04-18 00:00:00
2171,11,2024-04-18,144,141,3,97.92,2,1,2024-04-18 00:00:00
2172,12,2024-04-18,828,821,7,99.15,3,0,2024-04-18 00:00:00
2173,13,2024-04-18,571,552,19,96.67,4,6,2024-04-18 00:00:00
2174,14,2024-04-18,744,706,38,94.89,36,9,2024-04-18 00:00:00
2175,15,2024-04-18,110,103,7,93.64,7,2,2024-04-18 00:00:00
2176,16,2024-04-18,126,116,10,92.06,5,0,2024-04-18 00:00:00
2177,17,2024-04-18,441,419,22,95.01,12,5,2024-04-18 00:00:00
2178,18,2024-04-18,900,849,51,94.33,38,24,2024-04-18 00:00:00
2179,19,2024-04-18,726,702,24,96.69,23,0,2024-04-18 00:00:00
2180,20,2024-04-18,761,722,39,94.88,34,12,2024-04-18 00:00:00
2181,1,2024-04-19,988,952,36,96.36,8,5,2024-04-19 00:00:00
2182,2,2024-04-19,306,285,21,93.14,5,0,2024-04-19 00:00:00
2183,3,2024-04-19,358,335,23,93.58,1,6,2024-04-19 00:00:00
2184,4,2024-04-19,344,334,10,97.09,9,0,2024-04-19 00:00:00
2185,5,2024-04-19,988,911,77,92.21,54,36,2024-04-19 00:00:00
2186,6,2024-04-19,580,570,10,98.28,1,5,2024-04-19 00:00:00
2187,7,2024-04-19,968,908,60,93.8,48,7,2024-04-19 00:00:00
2188,8,2024-04-19,448,432,16,96.43,2,4,2024-04-19 00:00:00
2189,9,2024-04-19,835,777,58,93.05,3,26,2024-04-19 00:00:00
2190,10,2024-04-19,257,246,11,95.72,1,1,2024-04-19 00:00:00
2191,11,2024-04-19,935,870,65,93.05,20,26,2024-04-19 00:00:00
2192,12,2024-04-19,795,782,13,98.36,12,0,2024-04-19 00:00:00
2193,13,2024-04-19,376,345,31,91.76,8,9,2024-04-19 00:00:00
2194,14,2024-04-19,437,411,26,94.05,4,4,2024-04-19 00:00:00
2195,15,2024-04-19,855,824,31,96.37,10,9,2024-04-19 00:00:00
2196,16,2024-04-19,345,317,28,91.88,7,11,2024-04-19 00:00:00
2197,17,2024-04-19,234,228,6,97.44,0,0,2024-04-19 00:00:00
2198,18,2024-04-19,127,117,10,92.13,2,3,2024-04-19 00:00:00
2199,19,2024-04-19,639,632,7,98.9,2,1,2024-04-19 00:00:00
2200,20,2024-04-19,371,359,12,96.77,5,0,2024-04-19 00:00:00
2201,1,2024-04-20,756,728,28,96.3,15,9,2024-04-20 00:00:00
2202,2,2024-04-20,198,192,6,96.97,1,2,2024-04-20 00:00:00
2203,3,2024-04-20,335,327,8,97.61,5,3,2024-04-20 00:00:00
2204,4,2024-04-20,219,211,8,96.35,7,3,2024-04-20 00:00:00
2205,5,2024-04-20,288,277,11,96.18,11,5,2024-04-20 00:00:00
2206,6,2024-04-20,631,593,38,93.98,31,12,2024-04-20 00:00:00
2207,7,2024-04-20,392,362,30,92.35,24,14,2024-04-20 00:00:00
2208,8,2024-04-20,569,548,21,96.31,11,3,2024-04-20 00:00:00
2209,9,2024-04-20,484,447,37,92.36,17,0,2024-04-20 00:00:00
2210,10,2024-04-20,665,621,44,93.38,41,14,2024-04-20 00:00:00
2211,11,2024-04-20,140,135,5,96.43,3,0,2024-04-20 00:00:00
2212,12,2024-04-20,343,325,18,94.75,4,7,2024-04-20 00:00:00
2213,13,2024-04-20,292,288,4,98.63,2,1,2024-04-20 00:00:00
2214,14,2024-04-20,581,571,10,98.28,2,3,2024-04-20 00:00:00
2215,15,2024-04-20,170,162,8,95.29,3,3,2024-04-20 00:00:00
2216,16,2024-04-20,291,280,11,96.22,4,2,2024-04-20 00:00:00
2217,17,2024-04-20,931,898,33,96.46,30,14,2024-04-20 00:00:00
2218,18,2024-04-20,985,939,46,95.33,34,23,2024-04-20 00:00:00
2219,19,2024-04-20,859,802,57,93.36,19,6,2024-04-20 00:00:00
2220,20,2024-04-20,614,572,42,93.16,17,13,2024-04-20 00:00:00
2221,1,2024-04-21,270,260,10,96.3,2,1,2024-04-21 00:00:00
2222,2,2024-04-21,264,261,3,98.86,1,0,2024-04-21 00:00:00
2223,3,2024-04-21,634,617,17,97.32,2,3,2024-04-21 00:00:00
2224,4,2024-04-21,612,606,6,99.02,2,1,2024-04-21 00:00:00
2225,5,2024-04-21,839,782,57,93.21,21,19,2024-04-21 00:00:00
2226,6,2024-04-21,128,121,7,94.53,7,0,2024-04-21 00:00:00
2227,7,2024-04-21,889,856,33,96.29,18,1,2024-04-21 00:00:00
2228,8,2024-04-21,998,971,27,97.29,3,4,2024-04-21 00:00:00
2229,9,2024-04-21,406,375,31,92.36,19,10,2024-04-21 00:00:00
2230,10,2024-04-21,264,246,18,93.18,4,4,2024-04-21 00:00:00
2231,11,2024-04-21,930,881,49,94.73,28,21,2024-04-21 00:00:00
2232,12,2024-04-21,126,120,6,95.24,6,1,2024-04-21 00:00:00
2233,13,2024-04-21,689,670,19,97.24,11,0,2024-04-21 00:00:00
2234,14,2024-04-21,386,367,19,95.08,5,9,2024-04-21 00:00:00
2235,15,2024-04-21,808,754,54,93.32,41,14,2024-04-21 00:00:00
2236,16,2024-04-21,385,357,28,92.73,6,13,2024-04-21 00:00:00
2237,17,2024-04-21,450,432,18,96.0,7,3,2024-04-21 00:00:00
2238,18,2024-04-21,832,798,34,95.91,32,11,2024-04-21 00:00:00
2239,19,2024-04-21,906,875,31,96.58,1,10,2024-04-21 00:00:00
2240,20,2024-04-21,348,340,8,97.7,4,2,2024-04-21 00:00:00
2241,1,2024-04-22,674,644,30,95.55,18,11,2024-04-22 00:00:00
2242,2,2024-04-22,160,153,7,95.62,2,2,2024-04-22 00:00:00
2243,3,2024-04-22,928,917,11,98.81,2,1,2024-04-22 00:00:00
2244,4,2024-04-22,286,279,7,97.55,3,0,2024-04-22 00:00:00
2245,5,2024-04-22,105,100,5,95.24,4,1,2024-04-22 00:00:00
2246,6,2024-04-22,994,980,14,98.59,8,6,2024-04-22 00:00:00
2247,7,2024-04-22,717,703,14,98.05,8,4,2024-04-22 00:00:00
2248,8,2024-04-22,503,488,15,97.02,9,7,2024-04-22 00:00:00
2249,9,2024-04-22,836,808,28,96.65,11,2,2024-04-22 00:00:00
2250,10,2024-04-22,860,831,29,96.63,8,8,2024-04-22 00:00:00
2251,11,2024-04-22,355,346,9,97.46,6,2,2024-04-22 00:00:00
2252,12,2024-04-22,142,136,6,95.77,6,3,2024-04-22 00:00:00
2253,13,2024-04-22,685,637,48,92.99,8,14,2024-04-22 00:00:00
2254,14,2024-04-22,964,954,10,98.96,10,0,2024-04-22 00:00:00
2255,15,2024-04-22,864,806,58,93.29,52,4,2024-04-22 00:00:00
2256,16,2024-04-22,793,770,23,97.1,20,10,2024-04-22 00:00:00
2257,17,2024-04-22,823,773,50,93.92,40,3,2024-04-22 00:00:00
2258,18,2024-04-22,915,849,66,92.79,7,23,2024-04-22 00:00:00
2259,19,2024-04-22,463,451,12,97.41,2,5,2024-04-22 00:00:00
2260,20,2024-04-22,410,407,3,99.27,1,1,2024-04-22 00:00:00
2261,1,2024-04-23,775,736,39,94.97,26,16,2024-04-23 00:00:00
2262,2,2024-04-23,126,123,3,97.62,2,0,2024-04-23 00:00:00
2263,3,2024-04-23,856,807,49,94.28,25,9,2024-04-23 00:00:00
2264,4,2024-04-23,595,548,47,92.1,12,13,2024-04-23 00:00:00
2265,5,2024-04-23,941,884,57,93.94,53,9,2024-04-23 00:00:00
2266,6,2024-04-23,962,940,22,97.71,6,11,2024-04-23 00:00:00
2267,7,2024-04-23,259,238,21,91.89,10,4,2024-04-23 00:00:00
2268,8,2024-04-23,970,945,25,97.42,7,2,2024-04-23 00:00:00
2269,9,2024-04-23,517,500,17,96.71,9,3,2024-04-23 00:00:00
2270,10,2024-04-23,405,398,7,98.27,3,3,2024-04-23 00:00:00
2271,11,2024-04-23,172,162,10,94.19,4,1,2024-04-23 00:00:00
2272,12,2024-04-23,913,848,65,92.88,8,21,2024-04-23 00:00:00
2273,13,2024-04-23,792,778,14,98.23,6,3,2024-04-23 00:00:00
2274,14,2024-04-23,766,757,9,98.83,9,2,2024-04-23 00:00:00
2275,15,2024-04-23,346,337,9,97.4,1,1,2024-04-23 00:00:00
2276,16,2024-04-23,267,265,2,99.25,0,1,2024-04-23 00:00:00
2277,17,2024-04-23,382,368,14,96.34,4,7,2024-04-23 00:00:00
2278,18,2024-04-23,662,632,30,95.47,13,14,2024-04-23 00:00:00
2279,19,2024-04-23,766,740,26,96.61,12,4,2024-04-23 00:00:00
2280,20,2024-04-23,388,361,27,93.04,13,10,2024-04-23 00:00:00
2281,1,2024-04-24,989,927,62,93.73,29,1,2024-04-24 00:00:00
2282,2,2024-04-24,571,547,24,95.8,23,0,2024-04-24 00:00:00
2283,3,2024-04-24,849,785,64,92.46,4,6,2024-04-24 00:00:00
2284,4,2024-04-24,238,224,14,94.12,13,4,2024-04-24 00:00:00
2285,5,2024-04-24,636,621,15,97.64,11,6,2024-04-24 00:00:00
2286,6,2024-04-24,720,696,24,96.67,4,1,2024-04-24 00:00:00
2287,7,2024-04-24,215,209,6,97.21,3,2,2024-04-24 00:00:00
2288,8,2024-04-24,833,802,31,96.28,1,0,2024-04-24 00:00:00
2289,9,2024-04-24,386,362,24,93.78,2,0,2024-04-24 00:00:00
2290,10,2024-04-24,773,767,6,99.22,5,0,2024-04-24 00:00:00
2291,11,2024-04-24,549,512,37,93.26,12,2,2024-04-24 00:00:00
2292,12,2024-04-24,849,834,15,98.23,9,2,2024-04-24 00:00:00
2293,13,2024-04-24,131,123,8,93.89,3,0,2024-04-24 00:00:00
2294,14,2024-04-24,830,823,7,99.16,4,0,2024-04-24 00:00:00
2295,15,2024-04-24,371,343,28,92.45,2,0,2024-04-24 00:00:00
2296,16,2024-04-24,569,525,44,92.27,17,21,2024-04-24 00:00:00
2297,17,2024-04-24,311,287,24,92.28,11,5,2024-04-24 00:00:00
2298,18,2024-04-24,904,832,72,92.04,11,23,2024-04-24 00:00:00
2299,19,2024-04-24,845,810,35,95.86,29,17,2024-04-24 00:00:00
2300,20,2024-04-24,424,391,33,92.22,26,0,2024-04-24 00:00:00
2301,1,2024-04-25,889,846,43,95.16,22,20,2024-04-25 00:00:00
2302,2,2024-04-25,218,204,14,93.58,4,3,2024-04-25 00:00:00
2303,3,2024-04-25,453,448,5,98.9,2,1,2024-04-25 00:00:00
2304,4,2024-04-25,121,116,5,95.87,0,1,2024-04-25 00:00:00
2305,5,2024-04-25,836,777,59,92.94,29,15,2024-04-25 00:00:00
2306,6,2024-04-25,152,147,5,96.71,0,1,2024-04-25 00:00:00
2307,7,2024-04-25,897,840,57,93.65,24,3,2024-04-25 00:00:00
2308,8,2024-04-25,207,205,2,99.03,0,0,2024-04-25 00:00:00
2309,9,2024-04-25,181,178,3,98.34,3,0,2024-04-25 00:00:00
2310,10,2024-04-25,985,959,26,97.36,3,4,2024-04-25 00:00:00
2311,11,2024-04-25,312,304,8,97.44,3,2,2024-04-25 00:00:00
2312,12,2024-04-25,214,197,17,92.06,3,6,2024-04-25 00:00:00
2313,13,2024-04-25,433,398,35,91.92,16,15,2024-04-25 00:00:00
2314,14,2024-04-25,291,288,3,98.97,2,0,2024-04-25 00:00:00
2315,15,2024-04-25,224,220,4,98.21,0,1,2024-04-25 00:00:00
2316,16,2024-04-25,304,291,13,95.72,1,1,2024-04-25 00:00:00
2317,17,2024-04-25,249,229,20,91.97,4,5,2024-04-25 00:00:00
2318,18,2024-04-25,851,784,67,92.13,39,20,2024-04-25 00:00:00
2319,19,2024-04-25,933,909,24,97.43,5,4,2024-04-25 00:00:00
2320,20,2024-04-25,120,115,5,95.83,3,2,2024-04-25 00:00:00
2321,1,2024-04-26,910,839,71,92.2,54,8,2024-04-26 00:00:00
2322,2,2024-04-26,425,415,10,97.65,3,1,2024-04-26 00:00:00
2323,3,2024-04-26,517,477,40,92.26,0,18,2024-04-26 00:00:00
2324,4,2024-04-26,853,826,27,96.83,18,3,2024-04-26 00:00:00
2325,5,2024-04-26,900,833,67,92.56,12,17,2024-04-26 00:00:00
2326,6,2024-04-26,891,823,68,92.37,64,7,2024-04-26 00:00:00
2327,7,2024-04-26,268,263,5,98.13,4,1,2024-04-26 00:00:00
2328,8,2024-04-26,824,764,60,92.72,50,18,2024-04-26 00:00:00
2329,9,2024-04-26,238,230,8,96.64,2,4,2024-04-26 00:00:00
2330,10,2024-04-26,633,603,30,95.26,28,9,2024-04-26 00:00:00
2331,11,2024-04-26,850,786,64,92.47,32,9,2024-04-26 00:00:00
2332,12,2024-04-26,919,870,49,94.67,40,6,2024-04-26 00:00:00
2333,13,2024-04-26,405,394,11,97.28,0,1,2024-04-26 00:00:00
2334,14,2024-04-26,514,489,25,95.14,20,2,2024-04-26 00:00:00
2335,15,2024-04-26,590,553,37,93.73,27,12,2024-04-26 00:00:00
2336,16,2024-04-26,960,914,46,95.21,17,17,2024-04-26 00:00:00
2337,17,2024-04-26,164,161,3,98.17,0,1,2024-04-26 00:00:00
2338,18,2024-04-26,171,169,2,98.83,0,0,2024-04-26 00:00:00
2339,19,2024-04-26,815,803,12,98.53,2,6,2024-04-26 00:00:00
2340,20,2024-04-26,377,352,25,93.37,23,6,2024-04-26 00:00:00
2341,1,2024-04-27,604,577,27,95.53,19,8,2024-04-27 00:00:00
2342,2,2024-04-27,339,328,11,96.76,7,3,2024-04-27 00:00:00
2343,3,2024-04-27,619,572,47,92.41,31,0,2024-04-27 00:00:00
2344,4,2024-04-27,622,604,18,97.11,4,4,2024-04-27 00:00:00
2345,5,2024-04-27,155,148,7,95.48,3,2,2024-04-27 00:00:00
2346,6,2024-04-27,185,180,5,97.3,1,0,2024-04-27 00:00:00
2347,7,2024-04-27,860,840,20,97.67,11,7,2024-04-27 00:00:00
2348,8,2024-04-27,690,644,46,93.33,35,5,2024-04-27 00:00:00
2349,9,2024-04-27,787,738,49,93.77,27,12,2024-04-27 00:00:00
2350,10,2024-04-27,185,181,4,97.84,3,2,2024-04-27 00:00:00
2351,11,2024-04-27,267,245,22,91.76,14,2,2024-04-27 00:00:00
2352,12,2024-04-27,703,689,14,98.01,5,1,2024-04-27 00:00:00
2353,13,2024-04-27,795,739,56,92.96,41,26,2024-04-27 00:00:00
2354,14,2024-04-27,994,944,50,94.97,43,17,2024-04-27 00:00:00
2355,15,2024-04-27,984,936,48,95.12,37,13,2024-04-27 00:00:00
2356,16,2024-04-27,894,829,65,92.73,11,1,2024-04-27 00:00:00
2357,17,2024-04-27,667,627,40,94.0,15,19,2024-04-27 00:00:00
2358,18,2024-04-27,127,123,4,96.85,1,2,2024-04-27 00:00:00
2359,19,2024-04-27,770,747,23,97.01,15,6,2024-04-27 00:00:00
2360,20,2024-04-27,595,557,38,93.61,26,0,2024-04-27 00:00:00
2361,1,2024-04-28,893,856,37,95.86,14,6,2024-04-28 00:00:00
2362,2,2024-04-28,323,316,7,97.83,5,0,2024-04-28 00:00:00
2363,3,2024-04-28,500,474,26,94.8,12,10,2024-04-28 00:00:00
2364,4,2024-04-28,605,576,29,95.21,25,11,2024-04-28 00:00:00
2365,5,2024-04-28,448,424,24,94.64,16,10,2024-04-28 00:00:00
2366,6,2024-04-28,127,123,4,96.85,2,0,2024-04-28 00:00:00
2367,7,2024-04-28,795,767,28,96.48,17,3,2024-04-28 00:00:00
2368,8,2024-04-28,144,136,8,94.44,2,2,2024-04-28 00:00:00
2369,9,2024-04-28,149,144,5,96.64,4,2,2024-04-28 00:00:00
2370,10,2024-04-28,949,875,74,92.2,47,27,2024-04-28 00:00:00
2371,11,2024-04-28,402,379,23,94.28,2,9,2024-04-28 00:00:00
2372,12,2024-04-28,687,670,17,97.53,2,2,2024-04-28 00:00:00
2373,13,2024-04-28,367,343,24,93.46,2,6,2024-04-28 00:00:00
2374,14,2024-04-28,149,141,8,94.63,2,4,2024-04-28 00:00:00
2375,15,2024-04-28,750,732,18,97.6,18,9,2024-04-28 00:00:00
2376,16,2024-04-28,143,136,7,95.1,1,0,2024-04-28 00:00:00
2377,17,2024-04-28,880,851,29,96.7,3,11,2024-04-28 00:00:00
2378,18,2024-04-28,417,402,15,96.4,6,6,2024-04-28 00:00:00
2379,19,2024-04-28,605,580,25,95.87,19,0,2024-04-28 00:00:00
2380,20,2024-04-28,342,318,24,92.98,2,7,2024-04-28 00:00:00
2381,1,2024-04-29,553,520,33,94.03,5,3,2024-04-29 00:00:00
