schedule_id,line_id,product_id,scheduled_date,shift,planned_quantity,actual_quantity,completion_rate,status,created_date
330,11,30,2024-02-27,Day,315,269,85.4,Scheduled,2024-02-27 00:00:00
331,5,58,2024-02-27,Night,67,58,86.6,In Progress,2024-02-27 00:00:00
332,15,87,2024-02-28,Day,177,152,85.9,Scheduled,2024-02-28 00:00:00
333,6,37,2024-02-28,Swing,84,80,95.2,Scheduled,2024-02-28 00:00:00
334,14,25,2024-02-28,Day,496,508,102.4,Completed,2024-02-28 00:00:00
335,7,70,2024-02-28,Night,116,113,97.4,Completed,2024-02-28 00:00:00
336,18,63,2024-02-29,Night,328,334,101.8,Completed,2024-02-29 00:00:00
337,11,90,2024-02-29,Swing,252,235,93.3,In Progress,2024-02-29 00:00:00
338,11,66,2024-02-29,Swing,368,376,102.2,Scheduled,2024-02-29 00:00:00
339,11,91,2024-02-29,Swing,168,154,91.7,Completed,2024-02-29 00:00:00
340,6,81,2024-02-29,Night,317,328,103.5,Delayed,2024-02-29 00:00:00
341,3,22,2024-02-29,Night,140,128,91.4,Delayed,2024-02-29 00:00:00
342,19,6,2024-03-01,Swing,326,301,92.3,Delayed,2024-03-01 00:00:00
343,20,68,2024-03-01,Swing,189,175,92.6,Completed,2024-03-01 00:00:00
344,6,89,2024-03-01,Night,324,307,94.8,In Progress,2024-03-01 00:00:00
345,11,20,2024-03-01,Day,279,286,102.5,Completed,2024-03-01 00:00:00
346,6,79,2024-03-01,Night,90,88,97.8,Delayed,2024-03-01 00:00:00
347,3,94,2024-03-01,Day,493,508,103.0,Completed,2024-03-01 00:00:00
348,1,27,2024-03-01,Swing,431,380,88.2,Scheduled,2024-03-01 00:00:00
349,10,17,2024-03-01,Swing,317,297,93.7,Scheduled,2024-03-01 00:00:00
350,18,90,2024-03-02,Night,249,218,87.6,In Progress,2024-03-02 00:00:00
351,17,60,2024-03-02,Night,145,136,93.8,Scheduled,2024-03-02 00:00:00
352,5,1,2024-03-02,Night,64,63,98.4,Scheduled,2024-03-02 00:00:00
353,9,57,2024-03-02,Day,279,268,96.1,Completed,2024-03-02 00:00:00
354,18,30,2024-03-02,Day,258,228,88.4,In Progress,2024-03-02 00:00:00
355,12,62,2024-03-02,Day,376,367,97.6,In Progress,2024-03-02 00:00:00
356,5,58,2024-03-02,Swing,267,236,88.4,Completed,2024-03-02 00:00:00
357,11,68,2024-03-03,Swing,180,164,91.1,Delayed,2024-03-03 00:00:00
358,5,100,2024-03-03,Swing,290,259,89.3,Completed,2024-03-03 00:00:00
359,5,22,2024-03-03,Night,431,421,97.7,In Progress,2024-03-03 00:00:00
360,6,33,2024-03-04,Day,61,55,90.2,Completed,2024-03-04 00:00:00
361,10,53,2024-03-04,Night,219,201,91.8,Delayed,2024-03-04 00:00:00
362,8,75,2024-03-04,Swing,421,424,100.7,Scheduled,2024-03-04 00:00:00
363,4,14,2024-03-04,Swing,382,327,85.6,Scheduled,2024-03-04 00:00:00
364,3,47,2024-03-04,Night,335,320,95.5,Scheduled,2024-03-04 00:00:00
365,10,52,2024-03-04,Night,376,378,100.5,Scheduled,2024-03-04 00:00:00
366,11,49,2024-03-05,Night,320,297,92.8,Completed,2024-03-05 00:00:00
367,9,66,2024-03-05,Night,202,210,104.0,In Progress,2024-03-05 00:00:00
368,16,96,2024-03-05,Day,432,425,98.4,Completed,2024-03-05 00:00:00
369,20,10,2024-03-05,Night,145,143,98.6,Completed,2024-03-05 00:00:00
370,12,69,2024-03-06,Swing,328,318,97.0,Scheduled,2024-03-06 00:00:00
371,14,21,2024-03-06,Day,64,54,84.4,Delayed,2024-03-06 00:00:00
372,19,76,2024-03-06,Night,184,190,103.3,In Progress,2024-03-06 00:00:00
373,2,63,2024-03-06,Swing,131,122,93.1,Completed,2024-03-06 00:00:00
374,11,27,2024-03-06,Day,375,360,96.0,Completed,2024-03-06 00:00:00
375,8,74,2024-03-07,Night,417,358,85.9,Completed,2024-03-07 00:00:00
376,17,64,2024-03-07,Day,405,353,87.2,Scheduled,2024-03-07 00:00:00
377,8,46,2024-03-07,Swing,123,117,95.1,Delayed,2024-03-07 00:00:00
378,18,100,2024-03-07,Day,369,317,85.9,Completed,2024-03-07 00:00:00
379,4,47,2024-03-08,Day,394,336,85.3,Completed,2024-03-08 00:00:00
380,7,42,2024-03-08,Swing,284,257,90.5,Scheduled,2024-03-08 00:00:00
381,15,63,2024-03-08,Day,60,52,86.7,Delayed,2024-03-08 00:00:00
382,11,49,2024-03-08,Swing,442,416,94.1,Delayed,2024-03-08 00:00:00
383,12,60,2024-03-08,Night,270,265,98.1,Delayed,2024-03-08 00:00:00
384,12,64,2024-03-08,Swing,391,402,102.8,Delayed,2024-03-08 00:00:00
385,12,48,2024-03-08,Day,225,218,96.9,In Progress,2024-03-08 00:00:00
386,13,18,2024-03-09,Night,382,343,89.8,Completed,2024-03-09 00:00:00
387,17,47,2024-03-09,Swing,276,240,87.0,Completed,2024-03-09 00:00:00
388,12,21,2024-03-09,Night,336,300,89.3,In Progress,2024-03-09 00:00:00
389,12,19,2024-03-09,Day,117,116,99.1,Scheduled,2024-03-09 00:00:00
390,17,21,2024-03-09,Day,392,393,100.3,Scheduled,2024-03-09 00:00:00
391,3,79,2024-03-10,Night,210,182,86.7,Completed,2024-03-10 00:00:00
392,12,63,2024-03-10,Swing,97,88,90.7,In Progress,2024-03-10 00:00:00
393,7,6,2024-03-10,Night,213,187,87.8,Completed,2024-03-10 00:00:00
394,20,34,2024-03-10,Swing,292,285,97.6,Completed,2024-03-10 00:00:00
395,18,19,2024-03-10,Swing,63,60,95.2,Completed,2024-03-10 00:00:00
396,12,88,2024-03-10,Day,146,148,101.4,Completed,2024-03-10 00:00:00
397,6,95,2024-03-10,Swing,420,435,103.6,In Progress,2024-03-10 00:00:00
398,6,75,2024-03-10,Day,54,53,98.1,Scheduled,2024-03-10 00:00:00
399,1,74,2024-03-11,Swing,198,193,97.5,Completed,2024-03-11 00:00:00
400,3,71,2024-03-11,Day,140,141,100.7,In Progress,2024-03-11 00:00:00
401,6,46,2024-03-11,Swing,417,423,101.4,Delayed,2024-03-11 00:00:00
402,2,91,2024-03-11,Day,212,204,96.2,In Progress,2024-03-11 00:00:00
403,3,18,2024-03-12,Night,361,372,103.0,Completed,2024-03-12 00:00:00
404,14,2,2024-03-12,Day,128,117,91.4,Delayed,2024-03-12 00:00:00
405,4,27,2024-03-12,Swing,354,307,86.7,Completed,2024-03-12 00:00:00
406,12,61,2024-03-12,Day,184,185,100.5,Completed,2024-03-12 00:00:00
407,20,56,2024-03-12,Night,159,154,96.9,Completed,2024-03-12 00:00:00
408,14,12,2024-03-12,Day,286,267,93.4,Scheduled,2024-03-12 00:00:00
409,4,99,2024-03-13,Day,198,200,101.0,Completed,2024-03-13 00:00:00
410,20,12,2024-03-13,Night,63,63,100.0,Completed,2024-03-13 00:00:00
411,8,6,2024-03-13,Day,307,266,86.6,In Progress,2024-03-13 00:00:00
412,18,5,2024-03-13,Day,353,360,102.0,Delayed,2024-03-13 00:00:00
413,18,83,2024-03-14,Night,358,307,85.8,Completed,2024-03-14 00:00:00
414,14,39,2024-03-14,Swing,346,320,92.5,Completed,2024-03-14 00:00:00
415,19,14,2024-03-14,Night,146,127,87.0,Delayed,2024-03-14 00:00:00
416,17,20,2024-03-14,Day,494,478,96.8,Completed,2024-03-14 00:00:00
417,18,94,2024-03-14,Night,148,135,91.2,Completed,2024-03-14 00:00:00
418,5,30,2024-03-14,Swing,98,91,92.9,Scheduled,2024-03-14 00:00:00
419,10,92,2024-03-14,Night,300,258,86.0,Completed,2024-03-14 00:00:00
420,7,89,2024-03-15,Night,93,79,84.9,Delayed,2024-03-15 00:00:00
421,17,98,2024-03-15,Swing,97,94,96.9,In Progress,2024-03-15 00:00:00
422,1,15,2024-03-15,Day,68,62,91.2,Completed,2024-03-15 00:00:00
423,8,35,2024-03-15,Swing,450,396,88.0,Delayed,2024-03-15 00:00:00
424,16,10,2024-03-15,Swing,238,222,93.3,Delayed,2024-03-15 00:00:00
425,12,8,2024-03-15,Night,293,294,100.3,Scheduled,2024-03-15 00:00:00
426,5,46,2024-03-16,Night,227,227,100.0,Scheduled,2024-03-16 00:00:00
427,13,97,2024-03-16,Night,127,113,89.0,Completed,2024-03-16 00:00:00
428,7,85,2024-03-16,Swing,110,102,92.7,Delayed,2024-03-16 00:00:00
429,2,41,2024-03-16,Night,422,365,86.5,Scheduled,2024-03-16 00:00:00
430,7,98,2024-03-16,Night,483,504,104.3,Delayed,2024-03-16 00:00:00
431,7,8,2024-03-16,Swing,244,249,102.0,Scheduled,2024-03-16 00:00:00
432,20,78,2024-03-17,Swing,61,52,85.2,Scheduled,2024-03-17 00:00:00
433,13,51,2024-03-17,Night,355,362,102.0,Delayed,2024-03-17 00:00:00
434,5,99,2024-03-17,Day,175,178,101.7,Completed,2024-03-17 00:00:00
435,1,64,2024-03-17,Day,403,379,94.0,In Progress,2024-03-17 00:00:00
436,1,75,2024-03-17,Swing,317,321,101.3,Completed,2024-03-17 00:00:00
437,18,54,2024-03-17,Day,190,186,97.9,Completed,2024-03-17 00:00:00
438,1,97,2024-03-18,Swing,160,145,90.6,In Progress,2024-03-18 00:00:00
439,10,37,2024-03-18,Night,323,324,100.3,Delayed,2024-03-18 00:00:00
440,7,80,2024-03-18,Night,405,386,95.3,Completed,2024-03-18 00:00:00
441,20,94,2024-03-18,Day,174,164,94.3,Delayed,2024-03-18 00:00:00
442,11,70,2024-03-19,Night,145,127,87.6,Completed,2024-03-19 00:00:00
443,11,96,2024-03-19,Swing,401,370,92.3,In Progress,2024-03-19 00:00:00
444,4,28,2024-03-19,Night,211,221,104.7,Completed,2024-03-19 00:00:00
445,1,28,2024-03-19,Swing,344,358,104.1,Delayed,2024-03-19 00:00:00
446,8,55,2024-03-19,Swing,491,433,88.2,Delayed,2024-03-19 00:00:00
447,18,91,2024-03-19,Swing,337,347,103.0,Completed,2024-03-19 00:00:00
448,7,19,2024-03-20,Day,499,480,96.2,Delayed,2024-03-20 00:00:00
449,8,53,2024-03-20,Swing,58,49,84.5,Scheduled,2024-03-20 00:00:00
450,14,54,2024-03-20,Swing,236,225,95.3,Delayed,2024-03-20 00:00:00
451,9,13,2024-03-20,Swing,270,269,99.6,Completed,2024-03-20 00:00:00
452,5,5,2024-03-20,Swing,301,302,100.3,Completed,2024-03-20 00:00:00
453,12,22,2024-03-20,Night,104,97,93.3,Scheduled,2024-03-20 00:00:00
454,9,46,2024-03-21,Night,254,217,85.4,In Progress,2024-03-21 00:00:00
455,4,96,2024-03-21,Swing,52,49,94.2,In Progress,2024-03-21 00:00:00
456,15,23,2024-03-21,Night,459,397,86.5,Completed,2024-03-21 00:00:00
457,7,90,2024-03-21,Swing,411,374,91.0,Completed,2024-03-21 00:00:00
458,13,16,2024-03-21,Day,87,81,93.1,In Progress,2024-03-21 00:00:00
459,7,49,2024-03-21,Day,247,255,103.2,Completed,2024-03-21 00:00:00
460,1,43,2024-03-22,Swing,361,318,88.1,In Progress,2024-03-22 00:00:00
461,13,45,2024-03-22,Swing,413,403,97.6,Completed,2024-03-22 00:00:00
462,8,49,2024-03-22,Night,429,398,92.8,In Progress,2024-03-22 00:00:00
463,8,64,2024-03-22,Swing,484,502,103.7,Completed,2024-03-22 00:00:00
464,7,38,2024-03-22,Night,186,188,101.1,In Progress,2024-03-22 00:00:00
465,9,44,2024-03-22,Night,373,368,98.7,In Progress,2024-03-22 00:00:00
466,14,4,2024-03-22,Day,395,368,93.2,Completed,2024-03-22 00:00:00
467,20,53,2024-03-23,Night,485,420,86.6,Completed,2024-03-23 00:00:00
468,5,29,2024-03-23,Night,127,120,94.5,Scheduled,2024-03-23 00:00:00
469,9,88,2024-03-23,Day,459,444,96.7,Completed,2024-03-23 00:00:00
470,15,96,2024-03-24,Day,488,485,99.4,Scheduled,2024-03-24 00:00:00
471,18,48,2024-03-24,Night,458,437,95.4,Completed,2024-03-24 00:00:00
472,15,3,2024-03-24,Night,347,317,91.4,Completed,2024-03-24 00:00:00
473,20,74,2024-03-24,Day,182,155,85.2,Scheduled,2024-03-24 00:00:00
474,12,5,2024-03-24,Night,399,412,103.3,Completed,2024-03-24 00:00:00
475,9,97,2024-03-24,Day,85,75,88.2,Completed,2024-03-24 00:00:00
476,9,72,2024-03-24,Swing,190,192,101.1,Completed,2024-03-24 00:00:00
477,16,60,2024-03-24,Day,496,495,99.8,Completed,2024-03-24 00:00:00
478,16,74,2024-03-25,Swing,265,234,88.3,Delayed,2024-03-25 00:00:00
479,4,40,2024-03-25,Day,221,226,102.3,Delayed,2024-03-25 00:00:00
480,20,96,2024-03-25,Swing,231,208,90.0,Scheduled,2024-03-25 00:00:00
481,5,11,2024-03-25,Night,344,315,91.6,Scheduled,2024-03-25 00:00:00
482,12,56,2024-03-25,Day,481,475,98.8,Scheduled,2024-03-25 00:00:00
483,1,2,2024-03-25,Day,225,198,88.0,Scheduled,2024-03-25 00:00:00
484,3,83,2024-03-25,Swing,430,441,102.6,Completed,2024-03-25 00:00:00
485,19,85,2024-03-25,Swing,188,171,91.0,In Progress,2024-03-25 00:00:00
486,4,53,2024-03-26,Night,144,129,89.6,Completed,2024-03-26 00:00:00
487,6,55,2024-03-26,Swing,332,297,89.5,Delayed,2024-03-26 00:00:00
488,3,88,2024-03-26,Night,360,341,94.7,Completed,2024-03-26 00:00:00
489,1,60,2024-03-26,Night,77,66,85.7,Completed,2024-03-26 00:00:00
490,20,37,2024-03-26,Night,114,112,98.2,In Progress,2024-03-26 00:00:00
491,3,95,2024-03-26,Night,279,259,92.8,Completed,2024-03-26 00:00:00
492,19,39,2024-03-26,Night,70,71,101.4,In Progress,2024-03-26 00:00:00
493,10,23,2024-03-27,Night,407,420,103.2,Completed,2024-03-27 00:00:00
494,5,70,2024-03-27,Day,210,208,99.0,Completed,2024-03-27 00:00:00
495,18,61,2024-03-27,Night,297,262,88.2,In Progress,2024-03-27 00:00:00
496,18,16,2024-03-28,Night,387,367,94.8,Completed,2024-03-28 00:00:00
497,14,42,2024-03-28,Swing,74,76,102.7,In Progress,2024-03-28 00:00:00
498,16,13,2024-03-28,Day,376,353,93.9,In Progress,2024-03-28 00:00:00
499,3,68,2024-03-28,Swing,315,303,96.2,Completed,2024-03-28 00:00:00
500,20,36,2024-03-28,Day,395,406,102.8,Completed,2024-03-28 00:00:00
501,4,15,2024-03-28,Swing,299,297,99.3,Completed,2024-03-28 00:00:00
502,9,33,2024-03-29,Swing,203,210,103.4,Completed,2024-03-29 00:00:00
503,17,31,2024-03-29,Day,102,107,104.9,Delayed,2024-03-29 00:00:00
504,10,23,2024-03-29,Night,284,262,92.3,In Progress,2024-03-29 00:00:00
505,17,70,2024-03-30,Night,158,164,103.8,In Progress,2024-03-30 00:00:00
506,16,93,2024-03-30,Night,413,366,88.6,Scheduled,2024-03-30 00:00:00
507,16,59,2024-03-30,Day,199,191,96.0,Completed,2024-03-30 00:00:00
508,4,81,2024-03-30,Day,290,278,95.9,In Progress,2024-03-30 00:00:00
509,4,21,2024-03-30,Day,174,153,87.9,Delayed,2024-03-30 00:00:00
510,6,97,2024-03-30,Day,474,405,85.4,Scheduled,2024-03-30 00:00:00
511,2,79,2024-03-31,Swing,342,357,104.4,Scheduled,2024-03-31 00:00:00
512,5,70,2024-03-31,Swing,260,258,99.2,In Progress,2024-03-31 00:00:00
513,18,28,2024-03-31,Night,418,425,101.7,In Progress,2024-03-31 00:00:00
514,10,52,2024-03-31,Night,285,245,86.0,Delayed,2024-03-31 00:00:00
515,1,2,2024-03-31,Day,118,123,104.2,Scheduled,2024-03-31 00:00:00
516,19,3,2024-03-31,Swing,54,54,100.0,Completed,2024-03-31 00:00:00
517,2,68,2024-04-01,Night,299,285,95.3,Delayed,2024-04-01 00:00:00
518,14,97,2024-04-01,Night,434,432,99.5,Completed,2024-04-01 00:00:00
519,2,74,2024-04-01,Night,134,114,85.1,Completed,2024-04-01 00:00:00
520,20,20,2024-04-01,Night,189,179,94.7,Scheduled,2024-04-01 00:00:00
521,15,53,2024-04-02,Night,419,381,90.9,Completed,2024-04-02 00:00:00
522,2,61,2024-04-02,Swing,365,340,93.2,In Progress,2024-04-02 00:00:00
523,11,57,2024-04-02,Day,465,426,91.6,Scheduled,2024-04-02 00:00:00
524,9,12,2024-04-02,Night,291,270,92.8,Delayed,2024-04-02 00:00:00
525,15,76,2024-04-02,Swing,132,125,94.7,Scheduled,2024-04-02 00:00:00
526,1,6,2024-04-02,Day,294,283,96.3,In Progress,2024-04-02 00:00:00
527,5,8,2024-04-03,Day,441,386,87.5,Scheduled,2024-04-03 00:00:00
528,8,8,2024-04-03,Day,141,131,92.9,Completed,2024-04-03 00:00:00
529,9,45,2024-04-03,Day,482,481,99.8,In Progress,2024-04-03 00:00:00
530,1,79,2024-04-03,Night,276,246,89.1,Completed,2024-04-03 00:00:00
531,9,100,2024-04-03,Day,286,286,100.0,Scheduled,2024-04-03 00:00:00
532,17,44,2024-04-04,Day,221,191,86.4,Completed,2024-04-04 00:00:00
533,16,48,2024-04-04,Day,189,178,94.2,Completed,2024-04-04 00:00:00
534,7,62,2024-04-04,Night,225,223,99.1,Delayed,2024-04-04 00:00:00
535,2,93,2024-04-04,Swing,353,369,104.5,Completed,2024-04-04 00:00:00
536,14,77,2024-04-05,Day,420,434,103.3,Completed,2024-04-05 00:00:00
537,8,28,2024-04-05,Swing,119,112,94.1,Completed,2024-04-05 00:00:00
538,12,90,2024-04-05,Swing,126,120,95.2,Completed,2024-04-05 00:00:00
539,17,30,2024-04-05,Swing,445,462,103.8,Completed,2024-04-05 00:00:00
540,8,64,2024-04-05,Night,452,459,101.5,Completed,2024-04-05 00:00:00
541,19,27,2024-04-05,Day,145,133,91.7,Completed,2024-04-05 00:00:00
542,16,99,2024-04-06,Night,464,415,89.4,Completed,2024-04-06 00:00:00
543,19,40,2024-04-06,Day,53,50,94.3,Completed,2024-04-06 00:00:00
544,2,27,2024-04-06,Night,178,184,103.4,Scheduled,2024-04-06 00:00:00
545,7,30,2024-04-06,Day,55,49,89.1,Completed,2024-04-06 00:00:00
546,17,27,2024-04-07,Night,370,354,95.7,In Progress,2024-04-07 00:00:00
547,3,17,2024-04-07,Swing,237,220,92.8,Scheduled,2024-04-07 00:00:00
548,1,35,2024-04-07,Swing,330,321,97.3,Completed,2024-04-07 00:00:00
549,17,91,2024-04-07,Night,275,239,86.9,In Progress,2024-04-07 00:00:00
550,4,62,2024-04-07,Swing,435,451,103.7,Delayed,2024-04-07 00:00:00
551,1,84,2024-04-07,Night,387,358,92.5,Scheduled,2024-04-07 00:00:00
552,12,40,2024-04-07,Swing,201,185,92.0,Completed,2024-04-07 00:00:00
553,18,29,2024-04-07,Swing,99,91,91.9,Delayed,2024-04-07 00:00:00
554,1,42,2024-04-08,Day,130,121,93.1,Completed,2024-04-08 00:00:00
555,7,83,2024-04-08,Night,372,377,101.3,Scheduled,2024-04-08 00:00:00
556,20,27,2024-04-08,Swing,317,303,95.6,Completed,2024-04-08 00:00:00
557,7,82,2024-04-08,Night,319,334,104.7,Completed,2024-04-08 00:00:00
558,20,78,2024-04-08,Swing,163,158,96.9,Delayed,2024-04-08 00:00:00
559,7,11,2024-04-08,Night,491,438,89.2,In Progress,2024-04-08 00:00:00
560,4,77,2024-04-08,Night,61,54,88.5,In Progress,2024-04-08 00:00:00
561,14,45,2024-04-08,Swing,437,422,96.6,Completed,2024-04-08 00:00:00
562,5,43,2024-04-09,Day,400,398,99.5,Scheduled,2024-04-09 00:00:00
563,17,52,2024-04-09,Night,273,255,93.4,Completed,2024-04-09 00:00:00
564,8,39,2024-04-09,Swing,256,250,97.7,Scheduled,2024-04-09 00:00:00
565,10,73,2024-04-09,Night,291,252,86.6,Delayed,2024-04-09 00:00:00
566,18,75,2024-04-09,Swing,269,241,89.6,Delayed,2024-04-09 00:00:00
567,1,30,2024-04-09,Night,95,97,102.1,In Progress,2024-04-09 00:00:00
568,16,49,2024-04-09,Day,144,131,91.0,Completed,2024-04-09 00:00:00
569,19,98,2024-04-09,Swing,102,93,91.2,Completed,2024-04-09 00:00:00
570,19,87,2024-04-10,Swing,276,250,90.6,Completed,2024-04-10 00:00:00
571,20,44,2024-04-10,Night,355,344,96.9,In Progress,2024-04-10 00:00:00
572,19,45,2024-04-10,Swing,53,47,88.7,In Progress,2024-04-10 00:00:00
573,12,26,2024-04-10,Day,262,241,92.0,Scheduled,2024-04-10 00:00:00
574,7,5,2024-04-10,Day,79,75,94.9,Completed,2024-04-10 00:00:00
575,1,85,2024-04-10,Day,428,436,101.9,Scheduled,2024-04-10 00:00:00
576,13,29,2024-04-10,Night,154,142,92.2,Completed,2024-04-10 00:00:00
577,15,27,2024-04-10,Night,229,228,99.6,Completed,2024-04-10 00:00:00
578,17,58,2024-04-11,Swing,423,376,88.9,Delayed,2024-04-11 00:00:00
579,3,55,2024-04-11,Night,159,154,96.9,Scheduled,2024-04-11 00:00:00
580,19,16,2024-04-11,Day,52,52,100.0,Delayed,2024-04-11 00:00:00
581,17,56,2024-04-11,Swing,55,50,90.9,Completed,2024-04-11 00:00:00
582,5,53,2024-04-12,Swing,276,246,89.1,In Progress,2024-04-12 00:00:00
583,18,74,2024-04-12,Night,436,409,93.8,Completed,2024-04-12 00:00:00
584,12,79,2024-04-12,Swing,390,368,94.4,In Progress,2024-04-12 00:00:00
585,14,8,2024-04-12,Night,96,90,93.8,Completed,2024-04-12 00:00:00
586,4,54,2024-04-12,Swing,356,316,88.8,In Progress,2024-04-12 00:00:00
587,4,2,2024-04-12,Swing,376,391,104.0,In Progress,2024-04-12 00:00:00
588,8,92,2024-04-12,Swing,434,411,94.7,Scheduled,2024-04-12 00:00:00
589,10,33,2024-04-12,Swing,272,283,104.0,Completed,2024-04-12 00:00:00
590,18,8,2024-04-13,Night,169,161,95.3,In Progress,2024-04-13 00:00:00
591,19,4,2024-04-13,Night,116,110,94.8,In Progress,2024-04-13 00:00:00
592,3,71,2024-04-13,Day,249,233,93.6,Scheduled,2024-04-13 00:00:00
593,10,95,2024-04-13,Swing,327,330,100.9,Scheduled,2024-04-13 00:00:00
594,18,65,2024-04-13,Day,96,92,95.8,Scheduled,2024-04-13 00:00:00
595,9,46,2024-04-13,Day,190,170,89.5,Delayed,2024-04-13 00:00:00
596,11,80,2024-04-13,Day,469,436,93.0,Delayed,2024-04-13 00:00:00
597,11,8,2024-04-13,Day,70,65,92.9,Completed,2024-04-13 00:00:00
598,19,87,2024-04-14,Swing,311,317,101.9,In Progress,2024-04-14 00:00:00
599,6,34,2024-04-14,Day,251,253,100.8,In Progress,2024-04-14 00:00:00
600,12,33,2024-04-14,Night,446,457,102.5,Scheduled,2024-04-14 00:00:00
601,4,24,2024-04-15,Day,218,193,88.5,In Progress,2024-04-15 00:00:00
602,8,65,2024-04-15,Swing,249,213,85.5,Completed,2024-04-15 00:00:00
603,2,27,2024-04-15,Swing,52,49,94.2,In Progress,2024-04-15 00:00:00
604,13,55,2024-04-15,Day,264,257,97.3,In Progress,2024-04-15 00:00:00
605,7,62,2024-04-15,Swing,350,353,100.9,In Progress,2024-04-15 00:00:00
606,14,95,2024-04-15,Night,275,248,90.2,Completed,2024-04-15 00:00:00
607,3,55,2024-04-15,Day,386,385,99.7,Completed,2024-04-15 00:00:00
608,2,97,2024-04-16,Day,109,110,100.9,Delayed,2024-04-16 00:00:00
609,11,45,2024-04-16,Night,467,460,98.5,Scheduled,2024-04-16 00:00:00
610,3,82,2024-04-16,Night,413,392,94.9,Completed,2024-04-16 00:00:00
611,10,16,2024-04-16,Swing,71,71,100.0,Delayed,2024-04-16 00:00:00
612,12,17,2024-04-17,Night,163,145,89.0,Scheduled,2024-04-17 00:00:00
613,13,1,2024-04-17,Day,415,412,99.3,Completed,2024-04-17 00:00:00
614,1,99,2024-04-17,Day,313,285,91.1,Completed,2024-04-17 00:00:00
615,16,25,2024-04-17,Night,350,321,91.7,Completed,2024-04-17 00:00:00
616,1,9,2024-04-17,Day,104,109,104.8,In Progress,2024-04-17 00:00:00
617,15,13,2024-04-17,Night,465,428,92.0,Completed,2024-04-17 00:00:00
618,13,96,2024-04-17,Night,241,231,95.9,Completed,2024-04-17 00:00:00
619,19,15,2024-04-18,Day,201,195,97.0,Scheduled,2024-04-18 00:00:00
620,12,5,2024-04-18,Swing,370,372,100.5,In Progress,2024-04-18 00:00:00
621,19,29,2024-04-18,Night,111,107,96.4,Scheduled,2024-04-18 00:00:00
622,17,56,2024-04-18,Night,322,301,93.5,Scheduled,2024-04-18 00:00:00
623,18,2,2024-04-18,Night,89,84,94.4,In Progress,2024-04-18 00:00:00
624,20,27,2024-04-18,Night,362,376,103.9,Completed,2024-04-18 00:00:00
625,18,92,2024-04-18,Swing,434,441,101.6,Completed,2024-04-18 00:00:00
626,14,11,2024-04-19,Day,409,355,86.8,Delayed,2024-04-19 00:00:00
627,5,10,2024-04-19,Day,162,144,88.9,In Progress,2024-04-19 00:00:00
628,5,6,2024-04-19,Night,345,317,91.9,In Progress,2024-04-19 00:00:00
629,7,62,2024-04-19,Night,71,69,97.2,Completed,2024-04-19 00:00:00
630,17,72,2024-04-19,Swing,291,276,94.8,Scheduled,2024-04-19 00:00:00
631,9,70,2024-04-19,Day,129,128,99.2,Scheduled,2024-04-19 00:00:00
632,6,54,2024-04-20,Night,104,89,85.6,Completed,2024-04-20 00:00:00
633,8,8,2024-04-20,Swing,419,358,85.4,Delayed,2024-04-20 00:00:00
634,3,55,2024-04-20,Swing,475,438,92.2,Scheduled,2024-04-20 00:00:00
635,4,16,2024-04-20,Night,394,342,86.8,Scheduled,2024-04-20 00:00:00
636,3,70,2024-04-20,Day,74,75,101.4,Completed,2024-04-20 00:00:00
637,8,87,2024-04-20,Night,391,389,99.5,Delayed,2024-04-20 00:00:00
638,11,46,2024-04-21,Night,150,129,86.0,Delayed,2024-04-21 00:00:00
639,5,8,2024-04-21,Swing,443,420,94.8,Completed,2024-04-21 00:00:00
640,10,85,2024-04-21,Swing,163,142,87.1,Delayed,2024-04-21 00:00:00
641,17,90,2024-04-21,Night,270,259,95.9,Completed,2024-04-21 00:00:00
642,4,74,2024-04-22,Swing,348,344,98.9,Delayed,2024-04-22 00:00:00
643,12,4,2024-04-22,Swing,74,77,104.1,Completed,2024-04-22 00:00:00
644,2,28,2024-04-22,Swing,95,81,85.3,Completed,2024-04-22 00:00:00
645,9,100,2024-04-23,Day,112,104,92.9,Delayed,2024-04-23 00:00:00
646,9,96,2024-04-23,Swing,443,377,85.1,Completed,2024-04-23 00:00:00
647,3,89,2024-04-23,Night,498,477,95.8,Scheduled,2024-04-23 00:00:00
648,18,31,2024-04-23,Swing,102,91,89.2,Scheduled,2024-04-23 00:00:00
649,9,73,2024-04-23,Swing,338,309,91.4,Completed,2024-04-23 00:00:00
650,19,88,2024-04-23,Night,469,436,93.0,In Progress,2024-04-23 00:00:00
651,17,5,2024-04-23,Swing,474,489,103.2,Completed,2024-04-23 00:00:00
652,13,56,2024-04-24,Night,283,255,90.1,Delayed,2024-04-24 00:00:00
653,18,45,2024-04-24,Night,162,159,98.1,Completed,2024-04-24 00:00:00
654,20,36,2024-04-24,Day,299,269,90.0,In Progress,2024-04-24 00:00:00
655,1,38,2024-04-24,Night,123,120,97.6,In Progress,2024-04-24 00:00:00
656,15,56,2024-04-24,Day,282,292,103.5,In Progress,2024-04-24 00:00:00
657,18,37,2024-04-24,Swing,484,429,88.6,Scheduled,2024-04-24 00:00:00
658,3,77,2024-04-24,Swing,435,403,92.6,Completed,2024-04-24 00:00:00
659,10,64,2024-04-24,Day,72,62,86.1,Delayed,2024-04-24 00:00:00
660,10,87,2024-04-25,Night,255,223,87.5,Scheduled,2024-04-25 00:00:00
