_key,_id,_from,_to,edge_family,edge_type,field_component,join_type,origin,perspective,priority_weight,references_column,references_table,unique_id,variable_name,weight
material_issue:created_at:structural:system:has_column:SYS_HAS_MAT_CRE_001,manufacturing_graph_edge/material_issue:created_at:structural:system:has_column:SYS_HAS_MAT_CRE_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_MAT_CRE_001,,
material_issue:issue_date:structural:system:has_column:SYS_HAS_MAT_ISS_001,manufacturing_graph_edge/material_issue:issue_date:structural:system:has_column:SYS_HAS_MAT_ISS_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:issue_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_MAT_ISS_001,,
material_issue:issue_id:structural:system:has_column:SYS_HAS_MAT_ISS_002,manufacturing_graph_edge/material_issue:issue_id:structural:system:has_column:SYS_HAS_MAT_ISS_002,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:issue_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_MAT_ISS_002,,
material_issue:issued_by:structural:system:has_column:SYS_HAS_MAT_ISS_003,manufacturing_graph_edge/material_issue:issued_by:structural:system:has_column:SYS_HAS_MAT_ISS_003,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:issued_by:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_MAT_ISS_003,,
material_issue:part_description:structural:system:has_column:SYS_HAS_MAT_PAR_001,manufacturing_graph_edge/material_issue:part_description:structural:system:has_column:SYS_HAS_MAT_PAR_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:part_description:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_MAT_PAR_001,,
material_issue:part_id:structural:system:has_column:SYS_HAS_MAT_PAR_002,manufacturing_graph_edge/material_issue:part_id:structural:system:has_column:SYS_HAS_MAT_PAR_002,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:part_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_MAT_PAR_002,,
material_issue:part_id:structural:system:references:SYS_REF_MAT_PAR_001,manufacturing_graph_edge/material_issue:part_id:structural:system:references:SYS_REF_MAT_PAR_001,manufacturing_graph_node/material_issue:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,,,fk_declared,system,,part_id,part,SYS_REF_MAT_PAR_001,,
material_issue:quantity:structural:system:has_column:SYS_HAS_MAT_QUA_001,manufacturing_graph_edge/material_issue:quantity:structural:system:has_column:SYS_HAS_MAT_QUA_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:quantity:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_MAT_QUA_001,,
material_issue:total_cost:structural:system:has_column:SYS_HAS_MAT_TOT_001,manufacturing_graph_edge/material_issue:total_cost:structural:system:has_column:SYS_HAS_MAT_TOT_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:total_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_MAT_TOT_001,,
material_issue:unit_cost:structural:system:has_column:SYS_HAS_MAT_UNI_001,manufacturing_graph_edge/material_issue:unit_cost:structural:system:has_column:SYS_HAS_MAT_UNI_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:unit_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_MAT_UNI_001,,
material_issue:wo_id:structural:system:has_column:SYS_HAS_MAT_WOI_001,manufacturing_graph_edge/material_issue:wo_id:structural:system:has_column:SYS_HAS_MAT_WOI_001,manufacturing_graph_node/material_issue:entity:structural:system:none:none,manufacturing_graph_node/material_issue:wo_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_MAT_WOI_001,,
material_issue:wo_id:structural:system:references:SYS_REF_MAT_WOI_001,manufacturing_graph_edge/material_issue:wo_id:structural:system:references:SYS_REF_MAT_WOI_001,manufacturing_graph_node/material_issue:wo_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,,,fk_declared,system,,wo_id,work_order,SYS_REF_MAT_WOI_001,,
operation:act_atl_bur_cost:semantic:Finance:resolves_to:FIN_RES_OPE_ACT_D78507B4,manufacturing_graph_edge/operation:act_atl_bur_cost:semantic:Finance:resolves_to:FIN_RES_OPE_ACT_D78507B4,manufacturing_graph_node/operation:act_atl_bur_cost:structural:system:none:none,manufacturing_graph_node/OEEStrategic:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Finance,3,,,FIN_RES_OPE_ACT_D78507B4,act_atl_bur_cost,1
operation:act_atl_bur_cost:structural:system:has_column:SYS_HAS_OPE_ACT_001,manufacturing_graph_edge/operation:act_atl_bur_cost:structural:system:has_column:SYS_HAS_OPE_ACT_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:act_atl_bur_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_ACT_001,,
operation:act_atl_lab_cost:semantic:Finance:resolves_to:FIN_RES_OPE_ACT_C6B80BE9,manufacturing_graph_edge/operation:act_atl_lab_cost:semantic:Finance:resolves_to:FIN_RES_OPE_ACT_C6B80BE9,manufacturing_graph_node/operation:act_atl_lab_cost:structural:system:none:none,manufacturing_graph_node/OEEStrategic:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Finance,3,,,FIN_RES_OPE_ACT_C6B80BE9,act_atl_lab_cost,1
operation:act_atl_lab_cost:structural:system:has_column:SYS_HAS_OPE_ACT_002,manufacturing_graph_edge/operation:act_atl_lab_cost:structural:system:has_column:SYS_HAS_OPE_ACT_002,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:act_atl_lab_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_ACT_002,,
operation:act_atl_ser_cost:structural:system:has_column:SYS_HAS_OPE_ACT_003,manufacturing_graph_edge/operation:act_atl_ser_cost:structural:system:has_column:SYS_HAS_OPE_ACT_003,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:act_atl_ser_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_ACT_003,,
operation:act_run_hrs:semantic:Finance:resolves_to:FIN_RES_OPE_ACT_F857464F,manufacturing_graph_edge/operation:act_run_hrs:semantic:Finance:resolves_to:FIN_RES_OPE_ACT_F857464F,manufacturing_graph_node/operation:act_run_hrs:structural:system:none:none,manufacturing_graph_node/OEEStrategic:entity:semantic:canonical:none:none,semantic,resolves_to,2,,,Finance,3,,,FIN_RES_OPE_ACT_F857464F,act_run_hrs,1
operation:act_run_hrs:semantic:Manufacturing:resolves_to:MAN_RES_OPE_ACT_9A2A8D20,manufacturing_graph_edge/operation:act_run_hrs:semantic:Manufacturing:resolves_to:MAN_RES_OPE_ACT_9A2A8D20,manufacturing_graph_node/operation:act_run_hrs:structural:system:none:none,manufacturing_graph_node/OEEOperational:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Manufacturing,3,,,MAN_RES_OPE_ACT_9A2A8D20,act_run_hrs,1
operation:act_run_hrs:structural:system:has_column:SYS_HAS_OPE_ACT_004,manufacturing_graph_edge/operation:act_run_hrs:structural:system:has_column:SYS_HAS_OPE_ACT_004,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:act_run_hrs:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_ACT_004,,
operation:act_setup_hrs:structural:system:has_column:SYS_HAS_OPE_ACT_005,manufacturing_graph_edge/operation:act_setup_hrs:structural:system:has_column:SYS_HAS_OPE_ACT_005,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:act_setup_hrs:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_ACT_005,,
operation:close_date:structural:system:has_column:SYS_HAS_OPE_CLO_001,manufacturing_graph_edge/operation:close_date:structural:system:has_column:SYS_HAS_OPE_CLO_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:close_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_CLO_001,,
operation:est_atl_bur_cost:structural:system:has_column:SYS_HAS_OPE_EST_001,manufacturing_graph_edge/operation:est_atl_bur_cost:structural:system:has_column:SYS_HAS_OPE_EST_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:est_atl_bur_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_EST_001,,
operation:est_atl_lab_cost:structural:system:has_column:SYS_HAS_OPE_EST_002,manufacturing_graph_edge/operation:est_atl_lab_cost:structural:system:has_column:SYS_HAS_OPE_EST_002,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:est_atl_lab_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_EST_002,,
operation:est_atl_ser_cost:structural:system:has_column:SYS_HAS_OPE_EST_003,manufacturing_graph_edge/operation:est_atl_ser_cost:structural:system:has_column:SYS_HAS_OPE_EST_003,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:est_atl_ser_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_EST_003,,
operation:last_disp_date:structural:system:has_column:SYS_HAS_OPE_LAS_001,manufacturing_graph_edge/operation:last_disp_date:structural:system:has_column:SYS_HAS_OPE_LAS_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:last_disp_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_LAS_001,,
operation:last_recv_date:structural:system:has_column:SYS_HAS_OPE_LAS_002,manufacturing_graph_edge/operation:last_recv_date:structural:system:has_column:SYS_HAS_OPE_LAS_002,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:last_recv_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_LAS_002,,
operation:operation_type_id:structural:system:has_column:SYS_HAS_OPE_OPE_001,manufacturing_graph_edge/operation:operation_type_id:structural:system:has_column:SYS_HAS_OPE_OPE_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:operation_type_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_OPE_001,,
operation:resource_id:structural:system:has_column:SYS_HAS_OPE_RES_001,manufacturing_graph_edge/operation:resource_id:structural:system:has_column:SYS_HAS_OPE_RES_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:resource_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_RES_001,,
operation:resource_id:structural:system:references:SYS_REF_OPE_RES_001,manufacturing_graph_edge/operation:resource_id:structural:system:references:SYS_REF_OPE_RES_001,manufacturing_graph_node/operation:resource_id:structural:system:none:none,manufacturing_graph_node/shop_resource:resource_id:structural:system:none:none,structural,references,,,fk_declared,system,,resource_id,shop_resource,SYS_REF_OPE_RES_001,,
operation:resource_id:structural:system:references:SYS_REF_OPE_RES_002,manufacturing_graph_edge/operation:resource_id:structural:system:references:SYS_REF_OPE_RES_002,manufacturing_graph_node/operation:resource_id:structural:system:none:none,manufacturing_graph_node/shop_resource:resource_id:structural:system:none:none,structural,references,,RIGHT,sql_observed,system,,resource_id,shop_resource,SYS_REF_OPE_RES_002,,
operation:rowid_pk:structural:system:has_column:SYS_HAS_OPE_ROW_001,manufacturing_graph_edge/operation:rowid_pk:structural:system:has_column:SYS_HAS_OPE_ROW_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:rowid_pk:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_ROW_001,,
operation:run_hrs:semantic:Manufacturing:resolves_to:MAN_RES_OPE_RUN_1451F015,manufacturing_graph_edge/operation:run_hrs:semantic:Manufacturing:resolves_to:MAN_RES_OPE_RUN_1451F015,manufacturing_graph_node/operation:run_hrs:structural:system:none:none,manufacturing_graph_node/OEEOperational:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Manufacturing,3,,,MAN_RES_OPE_RUN_1451F015,run_hrs,1
operation:run_hrs:structural:system:has_column:SYS_HAS_OPE_RUN_001,manufacturing_graph_edge/operation:run_hrs:structural:system:has_column:SYS_HAS_OPE_RUN_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:run_hrs:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_RUN_001,,
operation:run_type:structural:system:has_column:SYS_HAS_OPE_RUN_002,manufacturing_graph_edge/operation:run_type:structural:system:has_column:SYS_HAS_OPE_RUN_002,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:run_type:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_RUN_002,,
operation:sched_finish_date:structural:system:has_column:SYS_HAS_OPE_SCH_001,manufacturing_graph_edge/operation:sched_finish_date:structural:system:has_column:SYS_HAS_OPE_SCH_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:sched_finish_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_SCH_001,,
operation:sched_start_date:structural:system:has_column:SYS_HAS_OPE_SCH_002,manufacturing_graph_edge/operation:sched_start_date:structural:system:has_column:SYS_HAS_OPE_SCH_002,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:sched_start_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_SCH_002,,
operation:sequence_no:structural:system:has_column:SYS_HAS_OPE_SEQ_001,manufacturing_graph_edge/operation:sequence_no:structural:system:has_column:SYS_HAS_OPE_SEQ_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:sequence_no:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_SEQ_001,,
operation:service_begin_date:structural:system:has_column:SYS_HAS_OPE_SER_001,manufacturing_graph_edge/operation:service_begin_date:structural:system:has_column:SYS_HAS_OPE_SER_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:service_begin_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_SER_001,,
operation:service_id:structural:system:has_column:SYS_HAS_OPE_SER_002,manufacturing_graph_edge/operation:service_id:structural:system:has_column:SYS_HAS_OPE_SER_002,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:service_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_SER_002,,
operation:service_id:structural:system:references:SYS_REF_OPE_SER_001,manufacturing_graph_edge/operation:service_id:structural:system:references:SYS_REF_OPE_SER_001,manufacturing_graph_node/operation:service_id:structural:system:none:none,manufacturing_graph_node/service:service_id:structural:system:none:none,structural,references,,,fk_declared,system,,service_id,service,SYS_REF_OPE_SER_001,,
operation:setup_hrs:structural:system:has_column:SYS_HAS_OPE_SET_001,manufacturing_graph_edge/operation:setup_hrs:structural:system:has_column:SYS_HAS_OPE_SET_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:setup_hrs:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_SET_001,,
operation:status:semantic:Manufacturing:resolves_to:MAN_RES_OPE_STA_F1C8FB4D,manufacturing_graph_edge/operation:status:semantic:Manufacturing:resolves_to:MAN_RES_OPE_STA_F1C8FB4D,manufacturing_graph_node/operation:status:structural:system:none:none,manufacturing_graph_node/OperationExecutionState:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Manufacturing,3,,,MAN_RES_OPE_STA_F1C8FB4D,,1
operation:status:structural:system:has_column:SYS_HAS_OPE_STA_001,manufacturing_graph_edge/operation:status:structural:system:has_column:SYS_HAS_OPE_STA_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:status:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_STA_001,,
operation:vendor_id:structural:system:has_column:SYS_HAS_OPE_VEN_001,manufacturing_graph_edge/operation:vendor_id:structural:system:has_column:SYS_HAS_OPE_VEN_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:vendor_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_VEN_001,,
operation:vendor_id:structural:system:references:SYS_REF_OPE_VEN_001,manufacturing_graph_edge/operation:vendor_id:structural:system:references:SYS_REF_OPE_VEN_001,manufacturing_graph_node/operation:vendor_id:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_id:structural:system:none:none,structural,references,,,fk_declared,system,,supplier_id,suppliers,SYS_REF_OPE_VEN_001,,
operation:wo_id:structural:system:has_column:SYS_HAS_OPE_WOI_001,manufacturing_graph_edge/operation:wo_id:structural:system:has_column:SYS_HAS_OPE_WOI_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:wo_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_WOI_001,,
operation:wo_id:structural:system:references:SYS_REF_OPE_WOI_001,manufacturing_graph_edge/operation:wo_id:structural:system:references:SYS_REF_OPE_WOI_001,manufacturing_graph_node/operation:wo_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,,,fk_declared,system,,wo_id,work_order,SYS_REF_OPE_WOI_001,,
operation:workorder_type:structural:system:has_column:SYS_HAS_OPE_WOR_001,manufacturing_graph_edge/operation:workorder_type:structural:system:has_column:SYS_HAS_OPE_WOR_001,manufacturing_graph_node/operation:entity:structural:system:none:none,manufacturing_graph_node/operation:workorder_type:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_OPE_WOR_001,,
operations_deliveryperformanceops_20260604_000013:purchase_order:manifest:Operations:binds_table:OPE_BIN_OPE_PUR_001,manufacturing_graph_edge/operations_deliveryperformanceops_20260604_000013:purchase_order:manifest:Operations:binds_table:OPE_BIN_OPE_PUR_001,manufacturing_graph_node/operations_deliveryperformanceops_20260604_000013:entity:manifest:Operations:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,,,,Operations,,,,OPE_BIN_OPE_PUR_001,,
operations_deliveryperformanceops_20260604_000013:receiving:manifest:Operations:binds_table:OPE_BIN_OPE_REC_001,manufacturing_graph_edge/operations_deliveryperformanceops_20260604_000013:receiving:manifest:Operations:binds_table:OPE_BIN_OPE_REC_001,manufacturing_graph_node/operations_deliveryperformanceops_20260604_000013:entity:manifest:Operations:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,,,,Operations,,,,OPE_BIN_OPE_REC_001,,
operations_deliveryperformanceops_20260604_000013:suppliers:manifest:Operations:binds_table:OPE_BIN_OPE_SUP_001,manufacturing_graph_edge/operations_deliveryperformanceops_20260604_000013:suppliers:manifest:Operations:binds_table:OPE_BIN_OPE_SUP_001,manufacturing_graph_node/operations_deliveryperformanceops_20260604_000013:entity:manifest:Operations:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,,,,Operations,,,,OPE_BIN_OPE_SUP_001,,
operations_equipmentstatecompliance_20260604_000010:certification:manifest:Quality:binds_table:QUA_BIN_OPE_CER_001,manufacturing_graph_edge/operations_equipmentstatecompliance_20260604_000010:certification:manifest:Quality:binds_table:QUA_BIN_OPE_CER_001,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/certification:entity:structural:system:none:none,manifest,binds_table,,,,Quality,,,,QUA_BIN_OPE_CER_001,,
operations_equipmentstatecompliance_20260604_000010:operation:manifest:Quality:binds_table:QUA_BIN_OPE_OPE_001,manufacturing_graph_edge/operations_equipmentstatecompliance_20260604_000010:operation:manifest:Quality:binds_table:QUA_BIN_OPE_OPE_001,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/operation:entity:structural:system:none:none,manifest,binds_table,,,,Quality,,,,QUA_BIN_OPE_OPE_001,,
operations_equipmentstatecompliance_20260604_000010:receiving:manifest:Quality:binds_table:QUA_BIN_OPE_REC_001,manufacturing_graph_edge/operations_equipmentstatecompliance_20260604_000010:receiving:manifest:Quality:binds_table:QUA_BIN_OPE_REC_001,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,,,,Quality,,,,QUA_BIN_OPE_REC_001,,
operations_equipmentstatecompliance_20260604_000010:shop_resource:manifest:Quality:binds_table:QUA_BIN_OPE_SHO_001,manufacturing_graph_edge/operations_equipmentstatecompliance_20260604_000010:shop_resource:manifest:Quality:binds_table:QUA_BIN_OPE_SHO_001,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manifest,binds_table,,,,Quality,,,,QUA_BIN_OPE_SHO_001,,
operations_equipmentstatecompliance_20260604_000010:work_order:manifest:Quality:binds_table:QUA_BIN_OPE_WOR_001,manufacturing_graph_edge/operations_equipmentstatecompliance_20260604_000010:work_order:manifest:Quality:binds_table:QUA_BIN_OPE_WOR_001,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,,,,Quality,,,,QUA_BIN_OPE_WOR_001,,
operations_equipmentstatemaintenance_20260604_000009:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_001,manufacturing_graph_edge/operations_equipmentstatemaintenance_20260604_000009:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_001,manufacturing_graph_node/operations_equipmentstatemaintenance_20260604_000009:entity:manifest:Operations:none:none,manufacturing_graph_node/operation:entity:structural:system:none:none,manifest,binds_table,,,,Operations,,,,OPE_BIN_OPE_OPE_001,,
operations_equipmentstatemaintenance_20260604_000009:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_001,manufacturing_graph_edge/operations_equipmentstatemaintenance_20260604_000009:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_001,manufacturing_graph_node/operations_equipmentstatemaintenance_20260604_000009:entity:manifest:Operations:none:none,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manifest,binds_table,,,,Operations,,,,OPE_BIN_OPE_SHO_001,,
operations_equipmentstateproduction_20260604_000011:operation:manifest:Manufacturing:binds_table:MAN_BIN_OPE_OPE_001,manufacturing_graph_edge/operations_equipmentstateproduction_20260604_000011:operation:manifest:Manufacturing:binds_table:MAN_BIN_OPE_OPE_001,manufacturing_graph_node/operations_equipmentstateproduction_20260604_000011:entity:manifest:Manufacturing:none:none,manufacturing_graph_node/operation:entity:structural:system:none:none,manifest,binds_table,,,,Manufacturing,,,,MAN_BIN_OPE_OPE_001,,
operations_equipmentstateproduction_20260604_000011:shop_resource:manifest:Manufacturing:binds_table:MAN_BIN_OPE_SHO_001,manufacturing_graph_edge/operations_equipmentstateproduction_20260604_000011:shop_resource:manifest:Manufacturing:binds_table:MAN_BIN_OPE_SHO_001,manufacturing_graph_node/operations_equipmentstateproduction_20260604_000011:entity:manifest:Manufacturing:none:none,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manifest,binds_table,,,,Manufacturing,,,,MAN_BIN_OPE_SHO_001,,
operations_equipmentstateproduction_20260604_000011:work_order:manifest:Manufacturing:binds_table:MAN_BIN_OPE_WOR_001,manufacturing_graph_edge/operations_equipmentstateproduction_20260604_000011:work_order:manifest:Manufacturing:binds_table:MAN_BIN_OPE_WOR_001,manufacturing_graph_node/operations_equipmentstateproduction_20260604_000011:entity:manifest:Manufacturing:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,,,,Manufacturing,,,,MAN_BIN_OPE_WOR_001,,
operations_oeeoperational_20260604_000007:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_002,manufacturing_graph_edge/operations_oeeoperational_20260604_000007:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_002,manufacturing_graph_node/operations_oeeoperational_20260604_000007:entity:manifest:Operations:none:none,manufacturing_graph_node/operation:entity:structural:system:none:none,manifest,binds_table,,,,Operations,,,,OPE_BIN_OPE_OPE_002,,
operations_oeeoperational_20260604_000007:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_002,manufacturing_graph_edge/operations_oeeoperational_20260604_000007:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_002,manufacturing_graph_node/operations_oeeoperational_20260604_000007:entity:manifest:Operations:none:none,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manifest,binds_table,,,,Operations,,,,OPE_BIN_OPE_SHO_002,,
operations_oeestrategic_20260604_000008:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_003,manufacturing_graph_edge/operations_oeestrategic_20260604_000008:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_003,manufacturing_graph_node/operations_oeestrategic_20260604_000008:entity:manifest:Operations:none:none,manufacturing_graph_node/operation:entity:structural:system:none:none,manifest,binds_table,,,,Operations,,,,OPE_BIN_OPE_OPE_003,,
operations_oeestrategic_20260604_000008:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_003,manufacturing_graph_edge/operations_oeestrategic_20260604_000008:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_003,manufacturing_graph_node/operations_oeestrategic_20260604_000008:entity:manifest:Operations:none:none,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manifest,binds_table,,,,Operations,,,,OPE_BIN_OPE_SHO_003,,
operations_workordercostdetail_20260601_000004:work_order:manifest:General_Ledger:binds_table:GEN_BIN_OPE_WOR_001,manufacturing_graph_edge/operations_workordercostdetail_20260601_000004:work_order:manifest:General_Ledger:binds_table:GEN_BIN_OPE_WOR_001,manufacturing_graph_node/operations_workordercostdetail_20260601_000004:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,,,,General_Ledger,,,,GEN_BIN_OPE_WOR_001,,
operations_workorderstatus_20260601_000003:work_order:manifest:Manufacturing:binds_table:MAN_BIN_OPE_WOR_002,manufacturing_graph_edge/operations_workorderstatus_20260601_000003:work_order:manifest:Manufacturing:binds_table:MAN_BIN_OPE_WOR_002,manufacturing_graph_node/operations_workorderstatus_20260601_000003:entity:manifest:Manufacturing:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,,,,Manufacturing,,,,MAN_BIN_OPE_WOR_002,,
part:active:structural:system:has_column:SYS_HAS_PAR_ACT_001,manufacturing_graph_edge/part:active:structural:system:has_column:SYS_HAS_PAR_ACT_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:active:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_ACT_001,,
part:buyer_code:structural:system:has_column:SYS_HAS_PAR_BUY_001,manufacturing_graph_edge/part:buyer_code:structural:system:has_column:SYS_HAS_PAR_BUY_001,manufacturing_graph_node/part:entity:structural:system:none:none,manufacturing_graph_node/part:buyer_code:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAR_BUY_001,,
